Group	CTRL	CTRL	CTRL	CTRL	OL	OL	OL	OL	OL	OL	OL	OL	OL	OL	OSCC	OSCC	OSCC	OSCC	OSCC	OSCC	OSCC	OSCC	OSCC	OSCC	OSCC	OSCC	OSCC	OSCC	PVL	PVL	PVL	PVL	PVL	PVL	PVL	PVL	PVL	PVL
Sample	C01	C02	C03	C04	L01	L02	L03	L04	L05	L06	L07	L08	L09	L10	S02	S03	S04	S05	S06	S07	S08	S09	S10	S11	S12	S13	S15	S16	V01	V02	V03	V04	V05	V06	V07	V08	V09	V10
Bacteria|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Sediminibacterium|Sediminibacterium sp. OR43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium|Bradyrhizobium sp. th.b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Caulobacter|Caulobacter vibrioides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium|Bradyrhizobium sp. BR 10245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacteriales|Enterobacteriaceae|Enterobacter|Enterobacter cloacae	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium|Bradyrhizobium sp. URHD0069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Archaea|Crenarchaeota|Thermoprotei|Sulfolobales|Sulfolobaceae|Sulfolobus|Sulfolobus acidocaldarius	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	1	8	3	7	116	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Archaea|Euryarchaeota|Thermoplasmata|Thermoplasmatales|Ferroplasmaceae|Acidiplasma|Acidiplasma cupricumulans	0	1	0	0	0	3	0	0	0	3	0	1	0	5	0	0	0	1	3	4	3	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
Prophage|Proteobacteria prophage|Gammaproteobacteria prophage|Enterobacterales prophage|Enterobacteriaceae prophage|Klebsiella prophage|Klebsiella pneumoniae	0	0	7	0	0	0	0	0	2	1	0	9283	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prophage|Firmicutes prophage|Bacilli prophage|Lactobacillales prophage|Streptococcaceae prophage|Streptococcus prophage|Streptococcus prophage_u	2350	1	0	7	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	29	0	0	0	0	0	16	121	29	1	1	0	0	0	0
Prophage|Proteobacteria prophage|Gammaproteobacteria prophage|Enterobacterales prophage|Enterobacteriaceae prophage|Escherichia prophage|Escherichia coli	0	0	0	0	0	0	0	0	1451	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3
Prophage|Firmicutes prophage|Bacilli prophage|Lactobacillales prophage|Streptococcaceae prophage|Streptococcus prophage|Streptococcus pneumoniae	72	1	0	37	11	6	0	0	0	5	0	1	1	0	4	1	1	0	0	0	0	0	0	340	0	0	0	1	0	144	16	3	15	43	10	2	8	2
Prophage|Firmicutes prophage|Bacilli prophage|Lactobacillales prophage|Streptococcaceae prophage|Streptococcus prophage|Streptococcus mitis	601	1	0	3	3	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	3	36	3	4	6	0	1	0	0
Prophage|Proteobacteria prophage|Gammaproteobacteria prophage|Pasteurellales prophage|Pasteurellaceae prophage|Haemophilus prophage|Haemophilus prophage_u	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	241	0	0	0	0	9	0	0
Prophage|Proteobacteria prophage|Gammaproteobacteria prophage|Pasteurellales prophage|Pasteurellaceae prophage|Haemophilus prophage|Haemophilus influenzae	0	0	0	1	0	0	8	0	25	1	0	0	0	0	0	1	0	0	0	49	0	0	1	3	0	0	0	0	0	1	39	16	0	0	1	13	0	0
Prophage|Proteobacteria prophage|Gammaproteobacteria prophage|Pseudomonadales prophage|Pseudomonadaceae prophage|Pseudomonas prophage|Pseudomonas syringae group genomosp. 3	0	0	0	0	4	61	3	0	2	0	1	2	34	0	0	0	0	0	1	1	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Prophage|Firmicutes prophage|Bacilli prophage|Bacillales prophage|Staphylococcaceae prophage|Staphylococcus prophage|Staphylococcus aureus	0	0	7	0	16	38	4	0	0	0	0	6	3	2	2	0	0	1	1	0	0	9	0	0	1	0	1	2	2	0	0	0	0	0	2	0	1	3
Prophage|Proteobacteria prophage|Gammaproteobacteria prophage|Pseudomonadales prophage|Pseudomonadaceae prophage|Pseudomonas prophage|Pseudomonas aeruginosa	0	4	0	0	0	8	8	0	0	0	2	14	39	0	1	0	0	1	5	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
Prophage|Proteobacteria prophage|Gammaproteobacteria prophage|Pseudomonadales prophage|Pseudomonadaceae prophage|Pseudomonas prophage|Pseudomonas prophage_u	0	0	0	0	0	1	9	3	1	0	1	14	6	1	0	0	0	1	0	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	4	32
Prophage|Firmicutes prophage|Bacilli prophage|Lactobacillales prophage|Streptococcaceae prophage|Streptococcus prophage|Streptococcus infantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	3	4	5	0	0	1	0	0
Prophage|Proteobacteria prophage|Gammaproteobacteria prophage|Pseudomonadales prophage|Pseudomonadaceae prophage|Pseudomonas prophage|Pseudomonas fluorescens	0	0	0	0	0	6	11	13	3	0	2	8	2	0	0	0	0	0	14	3	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4
Prophage|Proteobacteria prophage|Gammaproteobacteria prophage|Pseudomonadales prophage|Pseudomonadaceae prophage|Pseudomonas prophage|Pseudomonas sp. CBZ-4	0	0	0	0	3	22	0	0	2	0	2	2	0	2	0	0	0	1	0	13	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Prophage|Firmicutes prophage|Bacilli prophage|Bacillales prophage|Staphylococcaceae prophage|Staphylococcus prophage|Staphylococcus epidermidis	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	11
Prophage|Proteobacteria prophage|Gammaproteobacteria prophage|Pseudomonadales prophage|Pseudomonadaceae prophage|Pseudomonas prophage|Pseudomonas putida	0	0	0	0	0	0	2	0	1	0	4	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prophage|Proteobacteria prophage|Gammaproteobacteria prophage|Pseudomonadales prophage|Pseudomonadaceae prophage|Pseudomonas prophage|Pseudomonas monteilii	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
